REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,NLWSSTPH1,NLWS,1,2060,2.632
REGION1,NOBFHPFH1,NOBF,1,2015,1.538
REGION1,NOBFHPFH1,NOBF,1,2016,1.538
REGION1,NOBFHPFH1,NOBF,1,2017,1.538
REGION1,NOBFHPFH1,NOBF,1,2018,1.538
REGION1,NOBFHPFH1,NOBF,1,2019,1.538
REGION1,NOBFHPFH1,NOBF,1,2020,1.538
REGION1,NOBFHPFH1,NOBF,1,2021,1.538
REGION1,NOBFHPFH1,NOBF,1,2022,1.538
REGION1,NOBFHPFH1,NOBF,1,2023,1.538
REGION1,NOBFHPFH1,NOBF,1,2024,1.538
REGION1,NOBFHPFH1,NOBF,1,2025,1.538
REGION1,NOBFHPFH1,NOBF,1,2026,1.538
REGION1,NOBFHPFH1,NOBF,1,2027,1.538
REGION1,NOBFHPFH1,NOBF,1,2028,1.538
REGION1,NOBFHPFH1,NOBF,1,2029,1.538
REGION1,NOBFHPFH1,NOBF,1,2030,1.538
REGION1,NOBFHPFH1,NOBF,1,2031,1.538
REGION1,NOBFHPFH1,NOBF,1,2032,1.538
REGION1,NOBFHPFH1,NOBF,1,2033,1.538
REGION1,NOBFHPFH1,NOBF,1,2034,1.538
REGION1,NOBFHPFH1,NOBF,1,2035,1.538
REGION1,NOBFHPFH1,NOBF,1,2036,1.538
REGION1,NOBFHPFH1,NOBF,1,2037,1.538
REGION1,NOBFHPFH1,NOBF,1,2038,1.538
REGION1,NOBFHPFH1,NOBF,1,2039,1.538
REGION1,NOBFHPFH1,NOBF,1,2040,1.538
REGION1,NOBFHPFH1,NOBF,1,2041,1.538
REGION1,NOBFHPFH1,NOBF,1,2042,1.538
REGION1,NOBFHPFH1,NOBF,1,2043,1.538
REGION1,NOBFHPFH1,NOBF,1,2044,1.538
REGION1,NOBFHPFH1,NOBF,1,2045,1.538
REGION1,NOBFHPFH1,NOBF,1,2046,1.538
REGION1,NOBFHPFH1,NOBF,1,2047,1.538
REGION1,NOBFHPFH1,NOBF,1,2048,1.538
REGION1,NOBFHPFH1,NOBF,1,2049,1.538
REGION1,NOBFHPFH1,NOBF,1,2050,1.538
REGION1,NOBFHPFH1,NOBF,1,2051,1.538
REGION1,NOBFHPFH1,NOBF,1,2052,1.538
REGION1,NOBFHPFH1,NOBF,1,2053,1.538
REGION1,NOBFHPFH1,NOBF,1,2054,1.538
REGION1,NOBFHPFH1,NOBF,1,2055,1.538
REGION1,NOBFHPFH1,NOBF,1,2056,1.538
REGION1,NOBFHPFH1,NOBF,1,2057,1.538
REGION1,NOBFHPFH1,NOBF,1,2058,1.538
REGION1,NOBFHPFH1,NOBF,1,2059,1.538
REGION1,NOBFHPFH1,NOBF,1,2060,1.538
REGION1,NOBMCCPH1,NOBM,1,2015,2.857
REGION1,NOBMCCPH1,NOBM,1,2016,2.826
REGION1,NOBMCCPH1,NOBM,1,2017,2.795
REGION1,NOBMCCPH1,NOBM,1,2018,2.764
REGION1,NOBMCCPH1,NOBM,1,2019,2.734
REGION1,NOBMCCPH1,NOBM,1,2020,2.703
REGION1,NOBMCCPH1,NOBM,1,2021,2.665
REGION1,NOBMCCPH1,NOBM,1,2022,2.627
REGION1,NOBMCCPH1,NOBM,1,2023,2.59
REGION1,NOBMCCPH1,NOBM,1,2024,2.552
REGION1,NOBMCCPH1,NOBM,1,2025,2.514
REGION1,NOBMCCPH1,NOBM,1,2026,2.476
REGION1,NOBMCCPH1,NOBM,1,2027,2.439
REGION1,NOBMCCPH1,NOBM,1,2028,2.401
REGION1,NOBMCCPH1,NOBM,1,2029,2.363
REGION1,NOBMCCPH1,NOBM,1,2030,2.326
REGION1,NOBMCCPH1,NOBM,1,2031,2.306
REGION1,NOBMCCPH1,NOBM,1,2032,2.286
REGION1,NOBMCCPH1,NOBM,1,2033,2.266
REGION1,NOBMCCPH1,NOBM,1,2034,2.246
REGION1,NOBMCCPH1,NOBM,1,2035,2.227
REGION1,NOBMCCPH1,NOBM,1,2036,2.207
REGION1,NOBMCCPH1,NOBM,1,2037,2.187
REGION1,NOBMCCPH1,NOBM,1,2038,2.167
REGION1,NOBMCCPH1,NOBM,1,2039,2.147
REGION1,NOBMCCPH1,NOBM,1,2040,2.128
REGION1,NOBMCCPH1,NOBM,1,2041,2.123
REGION1,NOBMCCPH1,NOBM,1,2042,2.119
REGION1,NOBMCCPH1,NOBM,1,2043,2.114
REGION1,NOBMCCPH1,NOBM,1,2044,2.11
REGION1,NOBMCCPH1,NOBM,1,2045,2.105
REGION1,NOBMCCPH1,NOBM,1,2046,2.101
REGION1,NOBMCCPH1,NOBM,1,2047,2.097
REGION1,NOBMCCPH1,NOBM,1,2048,2.092
REGION1,NOBMCCPH1,NOBM,1,2049,2.088
REGION1,NOBMCCPH1,NOBM,1,2050,1.6
REGION1,NOBMCCPH1,NOBM,1,2051,2.081
REGION1,NOBMCCPH1,NOBM,1,2052,2.078
REGION1,NOBMCCPH1,NOBM,1,2053,2.076
REGION1,NOBMCCPH1,NOBM,1,2054,2.073
REGION1,NOBMCCPH1,NOBM,1,2055,2.071
REGION1,NOBMCCPH1,NOBM,1,2056,2.069
REGION1,NOBMCCPH1,NOBM,1,2057,2.068
REGION1,NOBMCCPH1,NOBM,1,2058,2.066
REGION1,NOBMCCPH1,NOBM,1,2059,2.064
REGION1,NOBMCCPH1,NOBM,1,2060,2.063
REGION1,NOBMCHPH3,NOBM,1,2015,3.333
REGION1,NOBMCHPH3,NOBM,1,2016,3.333
REGION1,NOBMCHPH3,NOBM,1,2017,3.333
REGION1,NOBMCHPH3,NOBM,1,2018,3.333
REGION1,NOBMCHPH3,NOBM,1,2019,3.333
REGION1,NOBMCHPH3,NOBM,1,2020,3.333
REGION1,NOBMCHPH3,NOBM,1,2021,3.333
REGION1,NOBMCHPH3,NOBM,1,2022,3.333
REGION1,NOBMCHPH3,NOBM,1,2023,3.333
REGION1,NOBMCHPH3,NOBM,1,2024,3.333
REGION1,NOBMCHPH3,NOBM,1,2025,3.333
REGION1,NOBMCHPH3,NOBM,1,2026,3.333
REGION1,NOBMCHPH3,NOBM,1,2027,3.333
REGION1,NOBMCHPH3,NOBM,1,2028,3.333
REGION1,NOBMCHPH3,NOBM,1,2029,3.333
REGION1,NOBMCHPH3,NOBM,1,2030,3.333
REGION1,NOBMCHPH3,NOBM,1,2031,3.333
REGION1,NOBMCHPH3,NOBM,1,2032,3.333
REGION1,NOBMCHPH3,NOBM,1,2033,3.333
REGION1,NOBMCHPH3,NOBM,1,2034,3.333
REGION1,NOBMCHPH3,NOBM,1,2035,3.333
REGION1,NOBMCHPH3,NOBM,1,2036,3.333
REGION1,NOBMCHPH3,NOBM,1,2037,3.333
REGION1,NOBMCHPH3,NOBM,1,2038,3.333
REGION1,NOBMCHPH3,NOBM,1,2039,3.333
REGION1,NOBMCHPH3,NOBM,1,2040,3.333
REGION1,NOBMCHPH3,NOBM,1,2041,3.333
REGION1,NOBMCHPH3,NOBM,1,2042,3.333
REGION1,NOBMCHPH3,NOBM,1,2043,3.333
REGION1,NOBMCHPH3,NOBM,1,2044,3.333
REGION1,NOBMCHPH3,NOBM,1,2045,3.333
REGION1,NOBMCHPH3,NOBM,1,2046,3.333
REGION1,NOBMCHPH3,NOBM,1,2047,3.333
REGION1,NOBMCHPH3,NOBM,1,2048,3.333
REGION1,NOBMCHPH3,NOBM,1,2049,3.333
REGION1,NOBMCHPH3,NOBM,1,2050,3.333
REGION1,NOBMCHPH3,NOBM,1,2051,3.333
REGION1,NOBMCHPH3,NOBM,1,2052,3.333
REGION1,NOBMCHPH3,NOBM,1,2053,3.333
REGION1,NOBMCHPH3,NOBM,1,2054,3.333
REGION1,NOBMCHPH3,NOBM,1,2055,3.333
REGION1,NOBMCHPH3,NOBM,1,2056,3.333
REGION1,NOBMCHPH3,NOBM,1,2057,3.333
REGION1,NOBMCHPH3,NOBM,1,2058,3.333
REGION1,NOBMCHPH3,NOBM,1,2059,3.333
REGION1,NOBMCHPH3,NOBM,1,2060,3.333
REGION1,NOBMCSPN2,NOBM,1,2015,4
REGION1,NOBMCSPN2,NOBM,1,2016,3.914
REGION1,NOBMCSPN2,NOBM,1,2017,3.829
REGION1,NOBMCSPN2,NOBM,1,2018,3.743
REGION1,NOBMCSPN2,NOBM,1,2019,3.657
REGION1,NOBMCSPN2,NOBM,1,2020,3.571
REGION1,NOBMCSPN2,NOBM,1,2021,3.508
REGION1,NOBMCSPN2,NOBM,1,2022,3.445
REGION1,NOBMCSPN2,NOBM,1,2023,3.382
REGION1,NOBMCSPN2,NOBM,1,2024,3.319
REGION1,NOBMCSPN2,NOBM,1,2025,3.256
REGION1,NOBMCSPN2,NOBM,1,2026,3.193
REGION1,NOBMCSPN2,NOBM,1,2027,3.13
REGION1,NOBMCSPN2,NOBM,1,2028,3.067
REGION1,NOBMCSPN2,NOBM,1,2029,3.004
REGION1,NOBMCSPN2,NOBM,1,2030,2.941
REGION1,NOBMCSPN2,NOBM,1,2031,2.933
REGION1,NOBMCSPN2,NOBM,1,2032,2.924
REGION1,NOBMCSPN2,NOBM,1,2033,2.916
REGION1,NOBMCSPN2,NOBM,1,2034,2.908
REGION1,NOBMCSPN2,NOBM,1,2035,2.899
REGION1,NOBMCSPN2,NOBM,1,2036,2.891
REGION1,NOBMCSPN2,NOBM,1,2037,2.882
REGION1,NOBMCSPN2,NOBM,1,2038,2.874
REGION1,NOBMCSPN2,NOBM,1,2039,2.866
REGION1,NOBMCSPN2,NOBM,1,2040,2.857
REGION1,NOBMCSPN2,NOBM,1,2041,2.835
REGION1,NOBMCSPN2,NOBM,1,2042,2.812
REGION1,NOBMCSPN2,NOBM,1,2043,2.789
REGION1,NOBMCSPN2,NOBM,1,2044,2.767
REGION1,NOBMCSPN2,NOBM,1,2045,2.744
REGION1,NOBMCSPN2,NOBM,1,2046,2.722
REGION1,NOBMCSPN2,NOBM,1,2047,2.699
REGION1,NOBMCSPN2,NOBM,1,2048,2.677
REGION1,NOBMCSPN2,NOBM,1,2049,2.654
REGION1,NOBMCSPN2,NOBM,1,2050,2.632
REGION1,NOBMCSPN2,NOBM,1,2051,2.614
REGION1,NOBMCSPN2,NOBM,1,2052,2.599
REGION1,NOBMCSPN2,NOBM,1,2053,2.588
REGION1,NOBMCSPN2,NOBM,1,2054,2.579
REGION1,NOBMCSPN2,NOBM,1,2055,2.572
REGION1,NOBMCSPN2,NOBM,1,2056,2.566
REGION1,NOBMCSPN2,NOBM,1,2057,2.562
REGION1,NOBMCSPN2,NOBM,1,2058,2.558
REGION1,NOBMCSPN2,NOBM,1,2059,2.555
REGION1,NOBMCSPN2,NOBM,1,2060,2.553
REGION1,NOBMSTPH3,NOBM,1,2015,2.857
REGION1,NOBMSTPH3,NOBM,1,2016,2.857
REGION1,NOBMSTPH3,NOBM,1,2017,2.857
REGION1,NOBMSTPH3,NOBM,1,2018,2.857
REGION1,NOBMSTPH3,NOBM,1,2019,2.857
REGION1,NOBMSTPH3,NOBM,1,2020,2.857
REGION1,NOBMSTPH3,NOBM,1,2021,2.857
REGION1,NOBMSTPH3,NOBM,1,2022,2.857
REGION1,NOBMSTPH3,NOBM,1,2023,2.857
REGION1,NOBMSTPH3,NOBM,1,2024,2.857
REGION1,NOBMSTPH3,NOBM,1,2025,2.857
REGION1,NOBMSTPH3,NOBM,1,2026,2.857
REGION1,NOBMSTPH3,NOBM,1,2027,2.857
REGION1,NOBMSTPH3,NOBM,1,2028,2.857
REGION1,NOBMSTPH3,NOBM,1,2029,2.857
REGION1,NOBMSTPH3,NOBM,1,2030,2.857
REGION1,NOBMSTPH3,NOBM,1,2031,2.857
REGION1,NOBMSTPH3,NOBM,1,2032,2.857
REGION1,NOBMSTPH3,NOBM,1,2033,2.857
REGION1,NOBMSTPH3,NOBM,1,2034,2.857
REGION1,NOBMSTPH3,NOBM,1,2035,2.857
REGION1,NOBMSTPH3,NOBM,1,2036,2.857
REGION1,NOBMSTPH3,NOBM,1,2037,2.857
REGION1,NOBMSTPH3,NOBM,1,2038,2.857
REGION1,NOBMSTPH3,NOBM,1,2039,2.857
REGION1,NOBMSTPH3,NOBM,1,2040,2.857
REGION1,NOBMSTPH3,NOBM,1,2041,2.857
REGION1,NOBMSTPH3,NOBM,1,2042,2.857
REGION1,NOBMSTPH3,NOBM,1,2043,2.857
REGION1,NOBMSTPH3,NOBM,1,2044,2.857
REGION1,NOBMSTPH3,NOBM,1,2045,2.857
REGION1,NOBMSTPH3,NOBM,1,2046,2.857
REGION1,NOBMSTPH3,NOBM,1,2047,2.857
REGION1,NOBMSTPH3,NOBM,1,2048,2.857
REGION1,NOBMSTPH3,NOBM,1,2049,2.857
REGION1,NOBMSTPH3,NOBM,1,2050,2.857
REGION1,NOBMSTPH3,NOBM,1,2051,2.857
REGION1,NOBMSTPH3,NOBM,1,2052,2.857
REGION1,NOBMSTPH3,NOBM,1,2053,2.857
REGION1,NOBMSTPH3,NOBM,1,2054,2.857
REGION1,NOBMSTPH3,NOBM,1,2055,2.857
REGION1,NOBMSTPH3,NOBM,1,2056,2.857
REGION1,NOBMSTPH3,NOBM,1,2057,2.857
REGION1,NOBMSTPH3,NOBM,1,2058,2.857
REGION1,NOBMSTPH3,NOBM,1,2059,2.857
REGION1,NOBMSTPH3,NOBM,1,2060,2.857
REGION1,NOCOCHPH3,NOCO,1,2015,2.564
REGION1,NOCOCHPH3,NOCO,1,2016,2.539
REGION1,NOCOCHPH3,NOCO,1,2017,2.514
REGION1,NOCOCHPH3,NOCO,1,2018,2.489
REGION1,NOCOCHPH3,NOCO,1,2019,2.464
REGION1,NOCOCHPH3,NOCO,1,2020,2.439
REGION1,NOCOCHPH3,NOCO,1,2021,2.433
REGION1,NOCOCHPH3,NOCO,1,2022,2.427
REGION1,NOCOCHPH3,NOCO,1,2023,2.422
REGION1,NOCOCHPH3,NOCO,1,2024,2.416
REGION1,NOCOCHPH3,NOCO,1,2025,2.41
REGION1,NOCOCHPH3,NOCO,1,2026,2.404
REGION1,NOCOCHPH3,NOCO,1,2027,2.398
REGION1,NOCOCHPH3,NOCO,1,2028,2.393
REGION1,NOCOCHPH3,NOCO,1,2029,2.387
REGION1,NOCOCHPH3,NOCO,1,2030,2.381
REGION1,NOCOCHPH3,NOCO,1,2031,2.375
REGION1,NOCOCHPH3,NOCO,1,2032,2.37
REGION1,NOCOCHPH3,NOCO,1,2033,2.364
REGION1,NOCOCHPH3,NOCO,1,2034,2.359
REGION1,NOCOCHPH3,NOCO,1,2035,2.353
REGION1,NOCOCHPH3,NOCO,1,2036,2.348
REGION1,NOCOCHPH3,NOCO,1,2037,2.342
REGION1,NOCOCHPH3,NOCO,1,2038,2.337
REGION1,NOCOCHPH3,NOCO,1,2039,2.331
REGION1,NOCOCHPH3,NOCO,1,2040,2.326
REGION1,NOCOCHPH3,NOCO,1,2041,2.326
REGION1,NOCOCHPH3,NOCO,1,2042,2.326
REGION1,NOCOCHPH3,NOCO,1,2043,2.326
REGION1,NOCOCHPH3,NOCO,1,2044,2.326
REGION1,NOCOCHPH3,NOCO,1,2045,2.326
REGION1,NOCOCHPH3,NOCO,1,2046,2.326
REGION1,NOCOCHPH3,NOCO,1,2047,2.326
REGION1,NOCOCHPH3,NOCO,1,2048,2.326
REGION1,NOCOCHPH3,NOCO,1,2049,2.326
REGION1,NOCOCHPH3,NOCO,1,2050,2.326
REGION1,NOCOCHPH3,NOCO,1,2051,2.326
REGION1,NOCOCHPH3,NOCO,1,2052,2.326
REGION1,NOCOCHPH3,NOCO,1,2053,2.326
REGION1,NOCOCHPH3,NOCO,1,2054,2.326
REGION1,NOCOCHPH3,NOCO,1,2055,2.326
REGION1,NOCOCHPH3,NOCO,1,2056,2.326
REGION1,NOCOCHPH3,NOCO,1,2057,2.326
REGION1,NOCOCHPH3,NOCO,1,2058,2.326
REGION1,NOCOCHPH3,NOCO,1,2059,2.326
REGION1,NOCOCHPH3,NOCO,1,2060,2.326
REGION1,NOCOCSPN2,NOCO,1,2015,4.348
REGION1,NOCOCSPN2,NOCO,1,2016,4.312
REGION1,NOCOCSPN2,NOCO,1,2017,4.275
REGION1,NOCOCSPN2,NOCO,1,2018,4.239
REGION1,NOCOCSPN2,NOCO,1,2019,4.203
REGION1,NOCOCSPN2,NOCO,1,2020,4.167
REGION1,NOCOCSPN2,NOCO,1,2021,4.15
REGION1,NOCOCSPN2,NOCO,1,2022,4.133
REGION1,NOCOCSPN2,NOCO,1,2023,4.117
REGION1,NOCOCSPN2,NOCO,1,2024,4.1
REGION1,NOCOCSPN2,NOCO,1,2025,4.083
REGION1,NOCOCSPN2,NOCO,1,2026,4.067
REGION1,NOCOCSPN2,NOCO,1,2027,4.05
REGION1,NOCOCSPN2,NOCO,1,2028,4.033
REGION1,NOCOCSPN2,NOCO,1,2029,4.017
REGION1,NOCOCSPN2,NOCO,1,2030,4
REGION1,NOCOCSPN2,NOCO,1,2031,3.957
REGION1,NOCOCSPN2,NOCO,1,2032,3.914
REGION1,NOCOCSPN2,NOCO,1,2033,3.871
REGION1,NOCOCSPN2,NOCO,1,2034,3.829
REGION1,NOCOCSPN2,NOCO,1,2035,3.786
REGION1,NOCOCSPN2,NOCO,1,2036,3.743
REGION1,NOCOCSPN2,NOCO,1,2037,3.7
REGION1,NOCOCSPN2,NOCO,1,2038,3.657
REGION1,NOCOCSPN2,NOCO,1,2039,3.614
REGION1,NOCOCSPN2,NOCO,1,2040,3.571
REGION1,NOCOCSPN2,NOCO,1,2041,3.571
REGION1,NOCOCSPN2,NOCO,1,2042,3.571
REGION1,NOCOCSPN2,NOCO,1,2043,3.571
REGION1,NOCOCSPN2,NOCO,1,2044,3.571
REGION1,NOCOCSPN2,NOCO,1,2045,3.571
REGION1,NOCOCSPN2,NOCO,1,2046,3.571
REGION1,NOCOCSPN2,NOCO,1,2047,3.571
REGION1,NOCOCSPN2,NOCO,1,2048,3.571
REGION1,NOCOCSPN2,NOCO,1,2049,3.571
REGION1,NOCOCSPN2,NOCO,1,2050,3.571
REGION1,NOCOCSPN2,NOCO,1,2051,3.571
REGION1,NOCOCSPN2,NOCO,1,2052,3.571
REGION1,NOCOCSPN2,NOCO,1,2053,3.571
REGION1,NOCOCSPN2,NOCO,1,2054,3.571
REGION1,NOCOCSPN2,NOCO,1,2055,3.571
REGION1,NOCOCSPN2,NOCO,1,2056,3.571
REGION1,NOCOCSPN2,NOCO,1,2057,3.571
REGION1,NOCOCSPN2,NOCO,1,2058,3.571
REGION1,NOCOCSPN2,NOCO,1,2059,3.571
REGION1,NOCOCSPN2,NOCO,1,2060,3.571
REGION1,NOCOSTPH1,NOCO,1,2015,2.564
REGION1,NOCOSTPH1,NOCO,1,2016,2.539
REGION1,NOCOSTPH1,NOCO,1,2017,2.514
REGION1,NOCOSTPH1,NOCO,1,2018,2.489
REGION1,NOCOSTPH1,NOCO,1,2019,2.464
REGION1,NOCOSTPH1,NOCO,1,2020,2.439
REGION1,NOCOSTPH1,NOCO,1,2021,2.433
REGION1,NOCOSTPH1,NOCO,1,2022,2.427
REGION1,NOCOSTPH1,NOCO,1,2023,2.422
REGION1,NOCOSTPH1,NOCO,1,2024,2.416
REGION1,NOCOSTPH1,NOCO,1,2025,2.41
REGION1,NOCOSTPH1,NOCO,1,2026,2.404
REGION1,NOCOSTPH1,NOCO,1,2027,2.398
REGION1,NOCOSTPH1,NOCO,1,2028,2.393
REGION1,NOCOSTPH1,NOCO,1,2029,2.387
REGION1,NOCOSTPH1,NOCO,1,2030,2.381
REGION1,NOCOSTPH1,NOCO,1,2031,2.375
REGION1,NOCOSTPH1,NOCO,1,2032,2.37
REGION1,NOCOSTPH1,NOCO,1,2033,2.364
REGION1,NOCOSTPH1,NOCO,1,2034,2.359
REGION1,NOCOSTPH1,NOCO,1,2035,2.353
REGION1,NOCOSTPH1,NOCO,1,2036,2.348
REGION1,NOCOSTPH1,NOCO,1,2037,2.342
REGION1,NOCOSTPH1,NOCO,1,2038,2.337
REGION1,NOCOSTPH1,NOCO,1,2039,2.331
REGION1,NOCOSTPH1,NOCO,1,2040,2.326
REGION1,NOCOSTPH1,NOCO,1,2041,2.326
REGION1,NOCOSTPH1,NOCO,1,2042,2.326
REGION1,NOCOSTPH1,NOCO,1,2043,2.326
REGION1,NOCOSTPH1,NOCO,1,2044,2.326
REGION1,NOCOSTPH1,NOCO,1,2045,2.326
REGION1,NOCOSTPH1,NOCO,1,2046,2.326
REGION1,NOCOSTPH1,NOCO,1,2047,2.326
REGION1,NOCOSTPH1,NOCO,1,2048,2.326
REGION1,NOCOSTPH1,NOCO,1,2049,2.326
REGION1,NOCOSTPH1,NOCO,1,2050,2.326
REGION1,NOCOSTPH1,NOCO,1,2051,2.326
REGION1,NOCOSTPH1,NOCO,1,2052,2.326
REGION1,NOCOSTPH1,NOCO,1,2053,2.326
REGION1,NOCOSTPH1,NOCO,1,2054,2.326
REGION1,NOCOSTPH1,NOCO,1,2055,2.326
REGION1,NOCOSTPH1,NOCO,1,2056,2.326
REGION1,NOCOSTPH1,NOCO,1,2057,2.326
REGION1,NOCOSTPH1,NOCO,1,2058,2.326
REGION1,NOCOSTPH1,NOCO,1,2059,2.326
REGION1,NOCOSTPH1,NOCO,1,2060,2.326
REGION1,NOCOSTPH3,NOCO,1,2015,2.174
REGION1,NOCOSTPH3,NOCO,1,2016,2.165
REGION1,NOCOSTPH3,NOCO,1,2017,2.155
REGION1,NOCOSTPH3,NOCO,1,2018,2.146
REGION1,NOCOSTPH3,NOCO,1,2019,2.137
REGION1,NOCOSTPH3,NOCO,1,2020,2.128
REGION1,NOCOSTPH3,NOCO,1,2021,2.122
REGION1,NOCOSTPH3,NOCO,1,2022,2.116
REGION1,NOCOSTPH3,NOCO,1,2023,2.11
REGION1,NOCOSTPH3,NOCO,1,2024,2.105
REGION1,NOCOSTPH3,NOCO,1,2025,2.099
REGION1,NOCOSTPH3,NOCO,1,2026,2.093
REGION1,NOCOSTPH3,NOCO,1,2027,2.087
REGION1,NOCOSTPH3,NOCO,1,2028,2.081
REGION1,NOCOSTPH3,NOCO,1,2029,2.076
REGION1,NOCOSTPH3,NOCO,1,2030,2.07
REGION1,NOCOSTPH3,NOCO,1,2031,2.064
REGION1,NOCOSTPH3,NOCO,1,2032,2.058
REGION1,NOCOSTPH3,NOCO,1,2033,2.052
REGION1,NOCOSTPH3,NOCO,1,2034,2.047
REGION1,NOCOSTPH3,NOCO,1,2035,2.041
REGION1,NOCOSTPH3,NOCO,1,2036,2.039
REGION1,NOCOSTPH3,NOCO,1,2037,2.037
REGION1,NOCOSTPH3,NOCO,1,2038,2.035
REGION1,NOCOSTPH3,NOCO,1,2039,2.033
REGION1,NOCOSTPH3,NOCO,1,2040,2.031
REGION1,NOCOSTPH3,NOCO,1,2041,2.031
REGION1,NOCOSTPH3,NOCO,1,2042,2.031
REGION1,NOCOSTPH3,NOCO,1,2043,2.031
REGION1,NOCOSTPH3,NOCO,1,2044,2.031
REGION1,NOCOSTPH3,NOCO,1,2045,2.031
REGION1,NOCOSTPH3,NOCO,1,2046,2.031
REGION1,NOCOSTPH3,NOCO,1,2047,2.031
REGION1,NOCOSTPH3,NOCO,1,2048,2.031
REGION1,NOCOSTPH3,NOCO,1,2049,2.031
REGION1,NOCOSTPH3,NOCO,1,2050,2.031
REGION1,NOCOSTPH3,NOCO,1,2051,2.031
REGION1,NOCOSTPH3,NOCO,1,2052,2.031
REGION1,NOCOSTPH3,NOCO,1,2053,2.031
REGION1,NOCOSTPH3,NOCO,1,2054,2.031
REGION1,NOCOSTPH3,NOCO,1,2055,2.031
REGION1,NOCOSTPH3,NOCO,1,2056,2.031
REGION1,NOCOSTPH3,NOCO,1,2057,2.031
REGION1,NOCOSTPH3,NOCO,1,2058,2.031
REGION1,NOCOSTPH3,NOCO,1,2059,2.031
REGION1,NOCOSTPH3,NOCO,1,2060,2.031
REGION1,NOEL00TD0,NOE1,1,2015,1
REGION1,NOEL00TD0,NOE1,1,2016,1
REGION1,NOEL00TD0,NOE1,1,2017,1
REGION1,NOEL00TD0,NOE1,1,2018,1
REGION1,NOEL00TD0,NOE1,1,2019,1
REGION1,NOEL00TD0,NOE1,1,2020,1
REGION1,NOEL00TD0,NOE1,1,2021,1
REGION1,NOEL00TD0,NOE1,1,2022,1
REGION1,NOEL00TD0,NOE1,1,2023,1
REGION1,NOEL00TD0,NOE1,1,2024,1
REGION1,NOEL00TD0,NOE1,1,2025,1
REGION1,NOEL00TD0,NOE1,1,2026,1
REGION1,NOEL00TD0,NOE1,1,2027,1
REGION1,NOEL00TD0,NOE1,1,2028,1
REGION1,NOEL00TD0,NOE1,1,2029,1
REGION1,NOEL00TD0,NOE1,1,2030,1
REGION1,NOEL00TD0,NOE1,1,2031,1
REGION1,NOEL00TD0,NOE1,1,2032,1
REGION1,NOEL00TD0,NOE1,1,2033,1
REGION1,NOEL00TD0,NOE1,1,2034,1
REGION1,NOEL00TD0,NOE1,1,2035,1
REGION1,NOEL00TD0,NOE1,1,2036,1
REGION1,NOEL00TD0,NOE1,1,2037,1
REGION1,NOEL00TD0,NOE1,1,2038,1
REGION1,NOEL00TD0,NOE1,1,2039,1
REGION1,NOEL00TD0,NOE1,1,2040,1
REGION1,NOEL00TD0,NOE1,1,2041,1
REGION1,NOEL00TD0,NOE1,1,2042,1
REGION1,NOEL00TD0,NOE1,1,2043,1
REGION1,NOEL00TD0,NOE1,1,2044,1
REGION1,NOEL00TD0,NOE1,1,2045,1
REGION1,NOEL00TD0,NOE1,1,2046,1
REGION1,NOEL00TD0,NOE1,1,2047,1
REGION1,NOEL00TD0,NOE1,1,2048,1
REGION1,NOEL00TD0,NOE1,1,2049,1
REGION1,NOEL00TD0,NOE1,1,2050,1
REGION1,NOEL00TD0,NOE1,1,2051,1
REGION1,NOEL00TD0,NOE1,1,2052,1
REGION1,NOEL00TD0,NOE1,1,2053,1
REGION1,NOEL00TD0,NOE1,1,2054,1
REGION1,NOEL00TD0,NOE1,1,2055,1
REGION1,NOEL00TD0,NOE1,1,2056,1
REGION1,NOEL00TD0,NOE1,1,2057,1
REGION1,NOEL00TD0,NOE1,1,2058,1
REGION1,NOEL00TD0,NOE1,1,2059,1
REGION1,NOEL00TD0,NOE1,1,2060,1
REGION1,NOELSEPH1,NOE1,1,2015,1
REGION1,NOELSEPH1,NOE1,1,2016,1
REGION1,NOELSEPH1,NOE1,1,2017,1
REGION1,NOELSEPH1,NOE1,1,2018,1
REGION1,NOELSEPH1,NOE1,1,2019,1
REGION1,NOELSEPH1,NOE1,1,2020,1
REGION1,NOELSEPH1,NOE1,1,2021,1
REGION1,NOELSEPH1,NOE1,1,2022,1
REGION1,NOELSEPH1,NOE1,1,2023,1
REGION1,NOELSEPH1,NOE1,1,2024,1
REGION1,NOELSEPH1,NOE1,1,2025,1
REGION1,NOELSEPH1,NOE1,1,2026,1
REGION1,NOELSEPH1,NOE1,1,2027,1
REGION1,NOELSEPH1,NOE1,1,2028,1
REGION1,NOELSEPH1,NOE1,1,2029,1
REGION1,NOELSEPH1,NOE1,1,2030,1
REGION1,NOELSEPH1,NOE1,1,2031,1
REGION1,NOELSEPH1,NOE1,1,2032,1
REGION1,NOELSEPH1,NOE1,1,2033,1
REGION1,NOELSEPH1,NOE1,1,2034,1
REGION1,NOELSEPH1,NOE1,1,2035,1
REGION1,NOELSEPH1,NOE1,1,2036,1
REGION1,NOELSEPH1,NOE1,1,2037,1
REGION1,NOELSEPH1,NOE1,1,2038,1
REGION1,NOELSEPH1,NOE1,1,2039,1
REGION1,NOELSEPH1,NOE1,1,2040,1
REGION1,NOELSEPH1,NOE1,1,2041,1
REGION1,NOELSEPH1,NOE1,1,2042,1
